"Nombre Preferente","Idioma Nombre Preferente","Estatus Nombre Preferente","Variante","Idioma Variante","Grupo","Tipo Entidad","Municipio","Provincia","Comunidad Autónoma","Latitud A","Longitud A","Sistema de Referencia A","Latitud B","Longitud B","Sistema de Referencia B","Mapa","Fuente Nombre Preferente","Fuente Variante","Antes","Idioma Antes"
"Sant Pol de Mar","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º36'","2º37'","ED50","41º35'56""","2º36'56""","ETRS89","0394","REL",,,
"Sant Quirze de Besora","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","42º06'","2º13'","ED50","42º5'56""","2º12'56""","ETRS89","0294","REL",,,
"Sant Quirze del Vallès","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º32'","2º04'","ED50","41º31'56""","2º3'56""","ETRS89","0392","REL",,,
"Sant Sadurní d'Anoia","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º25'","1º47'","ED50","41º24'56""","1º46'56""","ETRS89","0419","REL",,,
"Sant Vicenç de Castellet","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º40'","1º51'","ED50","41º39'56""","1º50'56""","ETRS89","0363","REL",,,
"Sant Vicenç de Montalt","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º34'","2º30'","ED50","41º33'56""","2º29'56""","ETRS89","0394","REL",,,
"Sant Vicenç dels Horts","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º23'","2º00'","ED50","41º22'56""","1º59'56""","ETRS89","0420","REL",,,
"Santa Coloma de Cervelló","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º22'","2º00'","ED50","41º21'56""","1º59'56""","ETRS89","0420","REL",,,
"Santa Margarida de Montbui","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º33'","1º36'","ED50","41º32'56""","1º35'56""","ETRS89","0391","REL",,,
"Santa Maria de Palautordera","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º41'","2º26'","ED50","41º40'56""","2º25'56""","ETRS89","0364","REL",,,
"Santa Perpètua de Mogoda","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º32'","2º10'","ED50","41º31'56""","2º9'56""","ETRS89","0393","REL",,,
"Santpedor","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º47'","1º50'","ED50","41º46'56""","1º49'56""","ETRS89","0363","REL",,,
"Sentmenat","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º36'","2º08'","ED50","41º35'56""","2º7'56""","ETRS89","0392","REL",,,
"Seva","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º50'","2º17'","ED50","41º49'56""","2º16'56""","ETRS89","0332","REL",,,
"Sitges","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º14'","1º48'","ED50","41º13'56""","1º47'56""","ETRS89","0447","REL",,,
"Súria","cat","Oficial",,,"POBLA","Población 2",,"Barcelona","Cataluña/Catalunya","41º49'","1º45'","ED50","41º48'56""","1º44'56""","ETRS89","0362","REL",,,
"Banyoles","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","42º07'","2º46'","ED50","42º6'56""","2º45'56""","ETRS89","0295","REL",,,
"Besalú","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","42º18'","2º41'","ED50","42º17'56""","2º40'56""","ETRS89","0257","REL",,,
"Bescanó","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","41º57'","2º44'","ED50","41º56'56""","2º43'56""","ETRS89","0333","REL",,,
"La Bisbal d'Empordà","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","41º57'","3º02'","ED50","41º56'56""","3º1'56""","ETRS89","0334","REL",,,
"Blanes","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","41º40'","2º47'","ED50","41º39'56""","2º46'56""","ETRS89","0365","REL",,,
"Breda","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","41º44'","2º33'","ED50","41º43'56""","2º32'56""","ETRS89","0365","REL",,,
"Cadaqués","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","42º17'","3º16'","ED50","42º16'56""","3º15'56""","ETRS89","0259","REL",,,
"Caldes de Malavella","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","41º50'","2º48'","ED50","41º49'56""","2º47'56""","ETRS89","0333","REL",,,
"Calonge","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","41º51'","3º04'","ED50","41º50'56""","3º3'56""","ETRS89","0334","REL",,,
"Campdevànol","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","42º13'","2º10'","ED50","42º12'56""","2º9'56""","ETRS89","0256","REL",,,
"Camprodon","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","42º18'","2º21'","ED50","42º17'56""","2º20'56""","ETRS89","0256","REL",,,
"Cassà de la Selva","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","41º53'","2º52'","ED50","41º52'56""","2º51'56""","ETRS89","0334","REL",,,
"Castelló d'Empúries","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","42º15'","3º04'","ED50","42º14'56""","3º3'56""","ETRS89","0258","REL",,,
"Celrà","cat","Oficial",,,"POBLA","Población 2",,"Girona","Cataluña/Catalunya","42º01'","2º52'","ED50","42º0'56""","2º51'56""","ETRS89","0296","REL",,,
